x1,x2,y
1.94744,-0.12047,1
-0.51458,1.02745,0
0.29197,-0.07644,1
0.5601,-0.47483,1
1.30489,-0.32589,1
1.8631,0.24354,1
0.21722,1.12508,0
0.81824,0.62716,0
0.11539,-0.03422,1
-1.00684,0.27501,0
0.00494,0.40215,1
0.08732,0.94345,0
-0.83328,0.65147,0
0.08773,0.27465,1
-0.76837,0.67262,0
-0.95623,-0.00878,0
0.16847,0.49324,1
1.32487,-0.62568,1
1.62895,-0.21236,1
0.67522,0.68677,0
1.84164,0.24734,1
1.18447,0.31001,0
1.62173,-0.34719,1
-0.4721,0.85603,0
-0.26047,0.94306,0
1.95122,-0.01977,1
0.2525,-0.09116,1
-1.06782,0.09725,0
0.48577,-0.23694,1
0.1305,-0.00979,1
0.85174,-0.43763,1
0.97379,-0.53453,1
0.16291,-0.28042,1
-0.36284,0.86274,0
0.96641,-0.11118,0
0.05999,0.29664,1
1.81719,-0.21269,1
0.80923,0.53437,0
0.05588,-0.2154,1
-0.09812,0.28357,1
-0.00035,0.85736,0
-0.30872,0.86487,0
-0.90763,0.53624,0
-0.80117,0.85586,0
-0.79841,0.50322,0
0.92696,0.30962,0
1.00513,0.40863,0
-0.01025,1.00964,0
1.11036,0.32528,0
-0.68079,0.51254,0
1.213,-0.4536,1
1.95176,0.2208,1
1.83494,0.44234,1
-0.99085,0.35316,0
-0.66325,0.78125,0
1.68415,-0.31919,1
-1.02469,0.03519,0
0.31105,0.0411,1
1.86466,0.3371,1
0.57746,-0.3849,1
1.69134,-0.20813,1
1.76757,0.2942,1
-0.62698,0.68656,0
-0.48256,0.77892,0
2.07247,0.23776,1
-0.70464,0.74062,0
-0.98985,0.56563,0
2.05215,0.12033,1
1.20089,-0.59871,1
0.68971,0.89567,0
1.34622,-0.41676,1
-0.98142,0.13641,0
0.92468,-0.57828,1
-0.15758,0.88238,0
0.4018,-0.15367,1
1.65779,-0.20706,1
0.56613,0.72272,0
1.18181,-0.58971,1
1.9359,0.6266,1
-0.93687,0.09914,0
-0.34939,0.8963,0
2.02191,0.34183,1
1.85541,0.02484,1
0.80798,-0.49667,1
-1.00782,0.35778,0
1.14324,-0.65395,1
0.31803,0.85377,0
1.59552,-0.25815,1
1.51217,-0.30095,1
-0.7678,0.45322,0
0.90472,0.12839,0
1.17455,-0.45081,1
0.5252,-0.34041,1
0.88216,-0.40375,1
0.33312,0.85757,0
0.53344,-0.26132,1
0.66678,0.98996,0
0.56627,-0.38442,1
0.10407,0.41919,1
-0.38748,0.7031,0
1.84331,0.4641,1
1.60534,-0.45189,1
0.33741,-0.06418,1
1.35797,-0.42771,1
0.023,0.37426,1
0.00847,0.45099,1
1.93196,0.13363,1
0.761,0.65204,0
0.20169,-0.31285,1
0.90355,0.18819,0
1.88024,0.03313,1
1.78319,-0.15051,1
1.79666,0.53443,1
0.48253,1.05756,0
0.6859,0.98524,0
0.90929,0.14007,0
0.06091,-0.08488,1
1.37128,-0.44099,1
0.073,0.04338,1
1.94239,0.24268,1
-0.10369,1.01855,0
-0.81372,0.61177,0
-0.357,0.85073,0
0.13058,-0.08284,1
-0.06581,0.30597,1
0.888,0.14976,0
-0.71323,0.24596,0
-0.05785,0.25875,1
-0.31049,0.90386,0
0.17738,-0.1769,1
1.12898,-0.58614,1
0.68802,0.31338,0
0.76015,0.33335,0
0.61679,-0.32954,1
0.42666,0.82953,0
0.91918,-0.41954,1
0.25055,0.91522,0
0.1585,0.38814,1
-0.98937,0.0369,0
0.40094,1.14363,0
-0.74931,0.67886,0
2.04423,0.389,1
-0.94853,0.37309,0
-0.83956,0.83429,0
0.97044,0.04961,0
-0.80494,0.04002,0
0.50269,-0.40767,1
0.08493,0.93445,0
0.35104,-0.3609,1
0.87537,0.3532,0
2.0611,0.31198,1
0.74934,0.45644,0
1.28397,-0.73674,1
0.41287,-0.12286,1
-0.83797,0.27432,0
2.01594,-0.14227,1
1.1474,0.2129,0
2.04175,0.16689,1
0.88307,-0.43971,1
-0.86089,0.45124,0
0.8011,0.82235,0
1.55713,-0.42816,1
0.25882,-0.05929,1
1.05645,-0.50358,1
-1.16358,-0.0066,0
-0.76484,1.0635,0
-0.82724,0.6852,0
0.95999,-0.42012,1
-0.0087,0.1525,1
0.89087,0.39706,0
0.55014,0.92746,0
1.02104,-0.38774,1
1.66446,-0.38133,1
1.59393,-0.42587,1
-0.10521,0.35152,1
-1.0456,0.31364,0
0.36129,0.79274,0
1.97977,0.38752,1
-0.53833,1.01846,0
-0.58549,0.7661,0
1.51179,-0.25664,1
1.25153,-0.37493,1
0.96372,0.30945,0
1.6912,-0.29617,1
1.62792,-0.29218,1
0.5366,0.89505,0
0.1033,1.10202,0
0.29924,-0.37818,1
0.09309,0.97307,0
0.94556,-0.48222,1
2.1827,0.40485,1
0.66898,-0.46171,1
0.42259,0.8702,0
1.95205,0.46544,1
1.9061,0.34282,1
-1.06608,0.14909,0
1.02199,0.0703,0
0.85858,0.69336,0
0.74919,0.54802,0
-1.10664,0.15387,0
-0.81862,0.54424,0
-0.93745,0.37796,0
-0.18511,0.99035,0
1.50245,-0.51773,1
1.92582,-0.19718,1
-0.5264,0.90528,0
1.34872,-0.20023,1
1.91492,0.14639,1
1.81346,0.19434,1
-0.03685,0.37185,1
0.89084,0.25635,0
1.78773,-0.17891,1
-0.73815,0.81438,0
-0.86759,0.51771,0
-0.1042,1.00723,0
0.85769,0.25618,0
1.04764,0.37909,0
0.42974,0.8134,0
-0.03505,0.40205,1
1.97867,0.15321,1
0.66579,0.64882,0
-0.25097,1.00593,0
0.95487,0.52453,0
0.91288,0.41251,0
-0.00499,0.55505,1
-0.07717,0.84637,0
1.22261,-0.32336,1
1.64474,-0.35161,1
1.1466,-0.50697,1
0.94122,0.33867,0
1.34484,-0.53968,1
1.04236,0.27785,0
-1.0868,0.33757,0
0.61644,0.73812,0
0.36323,-0.43423,1
-0.88426,0.53649,0
0.74629,-0.69616,1
1.7759,0.14787,1
-0.97898,0.16956,0
0.74455,0.82473,0
0.85916,-0.06794,0
0.58562,0.66328,0
-0.44464,0.92185,0
0.84308,0.65398,0
0.8009,0.19115,0
0.16129,0.93478,0
0.1134,0.10631,1
0.23792,0.91466,0
0.11619,-0.12819,1
-0.40284,0.83023,0
1.8763,0.16192,1
1.57404,-0.33786,1
1.26513,-0.59798,1
-0.46288,0.92105,0
1.97988,0.07237,1
1.37474,-0.44836,1
-0.51796,0.8932,0
-0.67037,0.63991,0
0.83284,-0.0385,0
0.28707,0.99491,0
-0.78725,0.6827,0
-0.60823,0.92212,0
0.33748,1.01287,0
1.92881,0.27934,1
-0.47346,0.65261,0
-0.37834,0.86942,0
-0.18365,1.10013,0
1.92344,-0.00956,1
0.38149,0.86768,0
0.3784,0.97205,0
1.9736,0.19973,1
0.69511,0.73785,0
-0.19722,1.02197,0
0.88991,-0.52004,1
0.58331,-0.42239,1
-0.4333,0.9613,0
0.94081,0.49651,0
0.00532,0.27651,1
-0.50787,0.94014,0
0.37002,0.96137,0
1.78712,-0.20746,1
0.30692,0.17689,1
1.8038,0.00515,1
0.0225,-0.21368,1
-0.91321,0.16501,0
1.18,0.05895,0
0.86025,-0.56179,1
0.93292,-0.54452,1
-0.05519,0.96511,0
0.0396,0.90103,0
-0.04681,0.09975,1
1.1505,0.25931,0
0.90388,0.51812,0
0.5986,0.82551,0
-0.5543,0.95889,0
1.36456,-0.18935,1
-1.00949,0.06107,0
0.53385,-0.25852,1
0.6125,0.75828,0
0.49827,-0.47399,1
-0.66985,0.69224,0
0.28854,-0.19924,1
0.167,-0.2195,1
0.64221,0.4953,0
-1.13185,0.22866,0
0.36683,-0.31431,1
1.32933,-0.36842,1
1.61998,-0.27579,1
-0.68372,0.55519,0
0.14192,-0.03319,1
1.78727,0.58169,1
-0.60908,0.69945,0
0.20986,0.74707,0
0.6609,0.84171,0
0.27546,0.87294,0
0.1305,0.86664,0
0.46233,0.81127,0
0.67228,-0.30068,1
1.4892,-0.52105,1
-0.65734,0.72179,0
0.80339,-0.68523,1
-1.1715,0.38114,0
0.43031,-0.19675,1
1.46244,-0.30326,1
0.60311,0.97468,0
-0.933,0.19349,0
0.23547,-0.07759,1
2.02458,0.45375,1
0.77789,0.57278,0
1.13769,0.31718,0
1.98484,0.00107,1
0.20833,0.60791,1
0.02224,1.03199,0
0.10708,0.93282,0
0.44454,0.78117,0
1.22835,-0.45443,1
0.178,-0.23235,1
0.55588,-0.48846,1
0.41471,1.0129,0
2.009,0.16186,1
-0.86225,0.58737,0
0.75846,0.60677,0
0.78491,-0.65468,1
0.7483,-0.42645,1
0.09118,0.8864,0
-0.26096,0.88946,0
0.34704,-0.29687,1
0.68123,-0.42145,1
1.74988,-0.18808,1
-1.06662,0.13246,0
1.88029,0.17266,1
0.18858,0.88231,0
-0.82557,0.66073,0
1.78709,-0.04368,1
-0.92429,0.28664,0
-0.3005,1.03295,0
1.18073,-0.48338,1
1.83835,-0.1651,1
0.91239,-0.09048,0
-0.84503,-0.12591,0
0.07385,1.05164,0
1.85999,0.00728,1
0.99033,-0.00362,0
0.17547,-0.18361,1
-0.04729,0.25998,1
-0.80514,0.47641,0
0.89122,-0.42813,1
1.70667,-0.22935,1
0.53486,-0.52663,1
0.6899,0.53546,0
-0.34223,0.87162,0
-0.01126,0.29639,1
0.94026,-0.42109,1
0.25588,0.97043,0
-0.25302,0.96003,0
0.89708,0.27797,0
0.91974,0.51464,0
-0.63811,0.94242,0
0.44972,-0.14079,1
-0.78701,0.29238,0
1.13316,0.24457,0
-0.68003,0.66826,0
-0.09595,0.21043,1
-0.83285,0.21773,0
0.22576,1.0578,0
0.68919,-0.50141,1
-0.03447,0.42106,1
0.16697,-0.05351,1
1.37675,-0.46722,1
2.20159,0.13033,1
0.56813,-0.39032,1
0.18375,0.96881,0
0.62707,-0.19532,1
0.15421,1.00254,0
-0.69177,0.84784,0
0.45716,-0.20399,1
-0.65366,0.76325,0
0.37651,-0.14149,1
0.47184,0.98952,0
0.82876,-0.35121,1
-0.77204,0.51568,0
0.41709,0.92521,0
0.10563,0.33005,1
-0.68501,0.81949,0
0.05775,0.22764,1
0.48296,-0.36799,1
-0.95201,0.33881,0
0.48504,0.8364,0
0.08539,1.05401,0
0.51732,0.84203,0
-0.9525,0.36107,0
0.20647,-0.09115,1
1.8312,0.23088,1
1.35621,-0.62262,1
0.30578,-0.19346,1
0.88268,0.49778,0
1.29899,-0.58927,1
-1.0674,-0.02786,0
1.02089,0.5094,0
1.01715,0.43465,0
0.40342,-0.0239,1
0.9242,-0.25857,0
-0.74678,0.74955,0
-0.69004,0.21975,0
1.36497,-0.37178,1
0.07536,0.31686,1
0.65135,0.68687,0
0.58047,-0.45622,1
0.23918,-0.13956,1
0.26148,0.98533,0
-0.51904,0.92067,0
0.85096,0.5955,0
0.61708,-0.50258,1
-0.96697,0.01518,0
0.09312,0.92142,0
0.75134,0.68847,0
0.00321,1.01155,0
1.94602,0.35615,1
1.76205,-0.1457,1
0.26853,-0.19247,1
1.30246,-0.45229,1
-0.6629,0.85739,0
1.42919,-0.63525,1
0.9401,0.20668,0
0.39805,-0.17538,1
-0.73453,0.66997,0
1.77466,-0.10238,1
1.66229,-0.00618,1
1.04657,-0.13019,0
0.68278,0.85992,0
-0.58951,0.83789,0
1.71485,-0.18887,1
0.93794,-0.38609,1
1.4844,-0.19168,1
-0.03484,0.09884,1
1.91771,-0.24186,1
0.47721,1.1365,0
1.29794,-0.3162,1
-0.58619,0.86458,0
0.51508,-0.42884,1
-0.55931,0.83272,0
-0.79636,0.46974,0
1.65241,-0.32389,1
2.0852,0.20509,1
-0.96513,0.30696,0
0.89243,0.27875,0
1.07238,-0.46295,1
-0.65148,0.57097,0
0.03428,0.83364,0
0.90256,0.76011,0
0.21796,-0.41548,1
0.06567,0.29131,1
0.78808,0.62525,0
-0.07104,0.86778,0
0.83406,-0.45916,1
1.23879,-0.4645,1
0.76442,0.90532,0
1.03085,-0.05775,0
0.01164,0.37956,1
1.52423,-0.27719,1
1.10488,-0.42922,1
1.41961,-0.54064,1
-0.92309,0.38448,0
0.63732,-0.47098,1
-0.62233,0.77541,0
0.55678,0.96758,0
0.03675,0.1885,1
0.1465,0.19935,1
-0.49586,0.71878,0
1.90766,-0.13153,1
2.04177,0.63532,1
1.61605,-0.3346,1
1.04924,0.55287,0
-0.75237,0.5834,0
0.06806,-0.08385,1
-0.81173,-0.00115,0
-1.08744,0.26449,0
0.49867,-0.30206,1
0.47439,-0.40175,1
0.04162,0.30195,1
1.59749,-0.25467,1
0.47323,-0.28251,1
1.85762,-0.0233,1
-0.41904,0.91462,0
0.57633,-0.39972,1
0.43594,-0.24666,1
0.13494,0.17147,1
0.33196,0.64818,0
-0.41306,0.91392,0
0.86074,0.13489,0
1.54502,-0.22222,1
1.98218,0.14045,1
-0.94187,0.06177,0
1.20316,-0.48779,1
-0.90997,0.29943,0
0.64093,-0.39608,1
-0.93795,0.5596,0
0.14377,0.20396,1
0.62779,-0.35527,1
1.84438,-0.20157,1
0.24431,0.99466,0
0.52798,-0.22091,1
0.04305,-0.07265,1
-0.16499,1.04318,0
-0.66566,0.64639,0
0.62014,-0.37349,1
0.88415,0.11598,0
1.91913,0.35058,1
-1.1044,0.18355,0
1.0564,-0.54242,1
0.67269,-0.4916,1
1.80619,-0.28875,1
-0.10184,0.42147,1
0.16078,0.09902,1
1.16666,-0.36007,1
1.77498,-0.16303,1
0.03249,0.29269,1
1.83375,-0.168,1
-0.22741,0.98271,0
-0.12885,1.01155,0
-0.82154,-0.08379,0
-0.90731,0.43416,0
-0.04732,1.05915,0
0.72746,0.50064,0
0.1303,-0.07676,1
2.04212,0.32135,1
0.89906,-0.03941,0
0.45766,-0.29151,1
-0.98136,0.40787,0
0.05175,-0.04506,1
2.11085,0.33038,1
0.56698,1.01278,0
2.15155,0.33475,1
1.9014,0.36006,1
0.85968,-0.3999,1
0.98443,-0.46435,1
0.30532,1.05115,0
0.41043,0.92193,0
0.28955,-0.06026,1
-0.01103,0.2745,1
1.71575,-0.33633,1
0.51415,0.75611,0
0.83724,0.48314,0
1.01154,0.19735,0
-0.02467,0.13297,1
1.8924,-0.14534,1
0.91628,-0.25,1
-0.03389,0.20647,1
-0.35573,0.81982,0
-1.11521,0.15631,0
-0.97016,-0.01338,0
2.08697,0.27497,1
-0.83338,0.56944,0
1.05989,-0.50295,1
0.78178,0.48608,0
-1.02661,0.39497,0
0.71494,0.56021,0
1.61959,-0.29891,1
1.85237,-0.02592,1
0.47873,-0.34126,1
-0.73318,0.48755,0
0.45057,-0.53081,1
2.04354,0.43157,1
1.05613,-0.57418,1
0.93569,-0.48304,1
1.88063,-0.06834,1
1.42155,-0.38954,1
-0.38737,0.87677,0
0.07675,0.20073,1
-0.74539,0.91816,0
0.96843,0.56751,0
-0.04644,0.45355,1
0.06056,0.52639,1
-0.70552,0.87378,0
0.17496,0.89092,0
1.94363,0.01087,1
0.51772,0.7526,0
-0.18647,0.88317,0
0.88377,0.43216,0
0.76778,0.55129,0
0.00833,0.40684,1
1.35603,-0.55649,1
2.07177,0.33099,1
0.35403,0.87592,0
0.31881,0.98441,0
-0.60826,0.88095,0
-0.82274,0.6496,0
1.16646,-0.63598,1
1.85763,-0.26119,1
1.6292,-0.042,1
1.24555,-0.55164,1
0.26438,0.9376,0
0.54965,0.78068,0
-0.87422,0.35767,0
1.54109,-0.43802,1
-0.05282,0.82054,0
1.6466,-0.25307,1
-0.28368,0.83276,0
1.8934,0.17892,1
1.90515,0.45276,1
-0.00279,1.16486,0
0.31155,-0.17952,1
1.16441,0.31575,0
0.68357,0.82064,0
1.01327,0.18266,0
-0.43777,1.05334,0
0.84054,0.21576,0
2.14904,0.13354,1
0.21944,1.0624,0
-1.05869,0.5631,0
0.89986,-0.50286,1
-0.69886,0.63191,0
0.86465,-0.45713,1
-0.3597,1.04899,0
0.89279,0.50442,0
-0.88408,0.4902,0
0.07932,0.0597,1
0.19078,-0.07764,1
-0.0897,0.23492,1
1.60963,-0.28251,1
1.39352,-0.57449,1
1.72203,-0.50202,1
0.45644,-0.56616,1
0.18464,1.12284,0
0.1152,0.14586,1
1.41218,-0.42619,1
0.16296,-0.29947,1
0.59872,-0.29362,1
1.47665,-0.42824,1
-0.96523,0.39732,0
0.72744,-0.40115,1
0.70743,0.77863,0
0.32363,1.01411,0
0.35649,-0.16168,1
1.52344,-0.42513,1
1.452,-0.39486,1
1.65063,-0.35828,1
0.94447,-0.50199,1
1.98585,0.39059,1
0.73207,-0.48727,1
0.84945,-0.52271,1
2.00321,-0.12451,1
0.58571,-0.40745,1
0.09359,1.02167,0
1.14304,0.38201,0
1.17394,0.22015,0
-0.71492,0.74053,0
0.11088,0.99537,0
0.89693,-0.54263,1
0.69204,0.76525,0
-0.59852,0.91025,0
0.5994,0.62277,0
0.38159,1.01931,0
0.1429,0.82687,0
-1.05004,0.15364,0
0.10279,0.08451,1
-0.10406,1.06011,0
1.86846,0.31455,1
0.14147,-0.03347,1
1.37766,-0.4496,1
2.05455,0.03703,1
0.12991,0.54644,1
0.0973,0.77998,0
-1.08408,0.15945,0
-0.40623,0.84084,0
0.69876,0.74876,0
1.87808,0.59076,1
0.03756,0.45798,1
0.15387,0.88845,0
0.58773,-0.56159,1
0.2118,0.0184,1
-1.05666,0.3367,0
0.70992,0.60406,0
-0.86764,0.16989,0
1.33819,0.21731,0
0.89066,0.66914,0
0.50055,0.7043,0
0.49944,0.85325,0
-0.1212,0.3951,1
0.64155,-0.36951,1
0.29491,-0.28764,1
-0.96247,0.24221,0
0.19143,-0.17753,1
0.6765,0.71954,0
0.93369,-0.56834,1
0.06248,1.13552,0
2.026,0.27485,1
-0.41483,0.99712,0
1.7663,-0.19446,1
-0.14089,1.09959,0
-0.89026,0.26346,0
-0.98011,0.4584,0
0.29757,-0.10527,1
0.9532,0.06129,0
-0.53137,0.9108,0
-0.24079,0.77619,0
-0.04504,0.73008,0
0.13837,1.09634,0
0.85966,0.53602,0
-0.07194,0.5481,1
1.40117,-0.34457,1
0.33804,-0.28891,1
-0.33038,1.06773,0
-0.16159,1.18153,0
0.19228,-0.28732,1
2.00206,0.17491,1
-0.96643,0.35926,0
0.43258,0.9972,0
-0.59084,0.6165,0
1.62493,-0.1443,1
1.98645,0.47251,1
-0.13913,1.02759,0
1.13171,-0.37155,1
1.94885,0.14833,1
0.41634,1.06926,0
0.98678,0.14488,0
0.87833,0.603,0
-0.37314,1.1038,0
1.0698,-0.48393,1
1.06157,0.03874,0
0.91801,0.07976,0
1.00679,0.55469,0
1.16308,-0.49302,1
1.01753,0.29712,0
1.93138,0.43135,1
0.67894,0.19747,0
1.05134,0.25595,0
1.24308,-0.51612,1
-0.95776,0.63718,0
-0.03927,0.11996,1
0.11985,1.01548,0
0.69452,0.69401,0
0.87033,-0.58853,1
0.18908,-0.13613,1
0.76146,0.6675,0
0.7636,-0.44961,1
0.1362,-0.10121,1
0.87495,0.47892,0
-0.73858,0.61545,0
0.75408,0.66857,0
0.62475,-0.33089,1
1.0534,0.25569,0
1.72195,-0.12174,1
0.0439,0.23769,1
-0.69814,0.82201,0
-0.01017,0.57492,1
-0.80544,0.84415,0
0.4544,0.83357,0
-0.62051,0.57941,0
0.12326,-0.00143,1
0.15914,-0.12567,1
-0.73129,0.55355,0
1.51189,-0.33565,1
1.32025,-0.33926,1
-0.30998,1.02527,0
0.53213,-0.38068,1
-0.02843,1.26784,0
0.02029,0.0016,1
0.30456,0.99126,0
0.84884,0.60012,0
1.90618,0.05354,1
1.92094,0.17517,1
0.50803,0.75811,0
0.12722,0.0505,1
-0.18939,1.07963,0
0.18048,0.25138,1
1.58816,-0.19257,1
-0.79624,0.61113,0
0.84697,-0.48976,1
1.45855,-0.60082,1
0.18097,0.94362,0
0.57251,-0.40577,1
0.62247,0.77464,0
1.60013,-0.0911,1
0.37978,1.01961,0
1.58766,-0.20883,1
0.63091,0.76852,0
1.87209,0.30104,1
0.95329,0.26063,0
1.20746,-0.4592,1
-0.42278,1.04763,0
0.37035,0.75676,0
0.9009,0.4617,0
0.42528,-0.37554,1
0.19509,-0.12431,1
0.4625,-0.13684,1
-0.96792,0.43992,0
1.90327,-0.17868,1
0.80512,0.44807,0
0.82501,0.73424,0
-1.00416,0.47446,0
1.34775,-0.53399,1
0.68155,0.82447,0
1.6785,-0.12466,1
-0.14628,1.05701,0
1.04412,0.3519,0
-0.54725,0.93678,0
-0.11191,0.99334,0
1.85783,-0.26213,1
2.018,0.126,1
-0.87136,0.18822,0
1.01452,0.31033,0
0.31779,-0.01717,1
-0.82646,0.71275,0
-0.43436,0.83798,0
-0.25788,0.94445,0
1.02672,-0.50594,1
-1.08533,0.11156,0
-0.20857,0.11459,1
1.86591,-0.02037,1
0.77934,0.53669,0
1.88864,0.21109,1
1.9157,-0.07014,1
0.79859,0.53601,0
1.65305,-0.43534,1
0.91427,0.14552,0
0.2899,0.94835,0
1.73662,-0.28863,1
-0.76956,0.15771,0
0.13781,0.43358,1
0.44274,-0.56621,1
0.5884,0.71364,0
0.0236,0.97439,0
0.8968,-0.39575,1
0.06601,0.06164,1
0.21228,0.2443,1
0.20001,-0.36908,1
0.65976,-0.54689,1
-0.19899,0.93526,0
-0.2878,0.87614,0
-0.82448,0.52518,0
1.84137,0.00259,1
0.58248,0.57287,0
0.38546,-0.37273,1
1.34019,-0.46524,1
2.03284,0.36062,1
0.40939,0.79597,0
0.93152,0.82576,0
1.63466,-0.35661,1
-0.9918,0.41199,0
-0.89333,0.50426,0
1.71339,-0.37182,1
0.69916,-0.37951,1
1.23658,-0.52597,1
0.64146,0.76924,0
1.84522,-0.07888,1
1.10467,-0.51063,1
1.02832,0.24383,0
1.4779,-0.50119,1
0.04603,0.24531,1
0.45385,-0.1389,1
1.43205,-0.33624,1
1.90323,0.28189,1
0.45781,0.88697,0
0.95806,0.51462,0
0.28868,0.27056,1
-1.03478,-0.13813,0
0.88335,-0.44962,1
-0.35862,1.00162,0
-0.67806,0.58667,0
0.12729,-0.20884,1
-1.04407,-0.00028,0
0.83382,0.47854,0
0.20328,0.01511,1
1.23237,-0.46366,1
0.8724,-0.40235,1
-0.14232,0.84733,0
0.80119,-0.5798,1
1.0608,-0.02676,0
-0.70884,0.78711,0
0.72337,-0.60631,1
0.92546,-0.33556,1
1.54861,-0.1359,1
0.31274,0.95828,0
0.33824,-0.431,1
0.12694,0.09966,1
0.54242,-0.47451,1
